"07938: Personer med helse- og sosialfaglig utdanning. 4. kvartal, etter statistikkvariabel, fagutdanning, alder, kjønn og år"

"statistikkvariabel";"fagutdanning";"alder";"kjønn";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Avtalte årsverk eks. lange fravær";"Sykepleier";"15-39 år";"Kvinner";22089.8;22476.2;22633.0;23486.1;24008.4;24382.2;24935.1;26432.6;27141.0;27897.8;28316.1;29466.3;30222.4;30463.9;32095.2;32668.6
"Avtalte årsverk eks. lange fravær";"Sykepleier";"15-39 år";"Menn";3566.7;3587.9;3491.1;3468.2;3465.4;3377.5;3359.6;3369.8;3467.0;3481.7;3512.6;3650.3;3800.2;3999.2;4262.1;4419.5
"Avtalte årsverk eks. lange fravær";"Sykepleier";"15-66 år";"Kvinner";56654.3;58243.9;58939.1;61315.3;62928.1;64438.4;66111.9;69657.7;71250.0;72769.0;73259.1;74933.6;75860.4;76306.6;78432.0;78996.2
"Avtalte årsverk eks. lange fravær";"Sykepleier";"15-66 år";"Menn";8455.3;8791.5;8917.5;9210.6;9390.4;9569.3;9873.4;10162.1;10426.9;10587.5;10634.1;10902.2;10998.3;11296.3;11577.5;11837.3
"Avtalte årsverk eks. lange fravær";"Sykepleier";"15-74 år";"Kvinner";57068.0;58693.0;59410.5;61788.6;63486.1;65035.3;66793.9;70363.2;71975.4;73529.6;74037.5;75764.6;76796.6;77469.5;79586.8;80252.3
"Avtalte årsverk eks. lange fravær";"Sykepleier";"15-74 år";"Menn";8480.3;8819.6;8949.7;9248.4;9433.7;9621.8;9933.8;10226.5;10503.5;10685.9;10746.5;11048.9;11172.3;11505.9;11838.2;12115.0
"Avtalte årsverk eks. lange fravær";"Sykepleier";"40-54 år";"Kvinner";25129.0;25550.5;25446.1;25989.4;26316.9;26804.9;27229.1;28520.9;28926.5;29183.3;29180.0;29330.0;29347.7;29542.4;29897.5;29750.4
"Avtalte årsverk eks. lange fravær";"Sykepleier";"40-54 år";"Menn";3837.8;3981.4;3995.8;4117.9;4126.2;4240.3;4431.8;4608.3;4723.4;4774.3;4796.5;4902.2;4850.5;4896.3;4897.7;4903.8
"Avtalte årsverk eks. lange fravær";"Sykepleier";"55-66 år";"Kvinner";9435.5;10217.1;10859.9;11839.8;12602.8;13251.4;13947.7;14704.3;15182.4;15687.9;15762.9;16137.3;16290.4;16300.3;16439.3;16577.2
"Avtalte årsverk eks. lange fravær";"Sykepleier";"55-66 år";"Menn";1050.7;1222.2;1430.6;1624.5;1798.8;1951.4;2082.0;2184.1;2236.6;2331.4;2325.0;2349.8;2347.6;2400.8;2417.7;2514.0
"Avtalte årsverk eks. lange fravær";"Vernepleier";"Alle aldre";"Kvinner";6988.9;7269.3;7741.7;8175.0;8492.1;8938.1;9323.3;9884.2;10414.7;10838.4;11217.0;11551.8;11926.8;12296.3;12688.2;13002.6
"Avtalte årsverk eks. lange fravær";"Vernepleier";"Alle aldre";"Menn";2215.2;2335.4;2418.5;2517.9;2626.0;2722.1;2811.1;2912.6;3056.6;3155.3;3293.9;3391.7;3473.5;3619.3;3812.7;3933.4
"Avtalte årsverk eks. lange fravær";"Vernepleier";"15-39 år";"Kvinner";3418.3;3444.3;3608.4;3712.6;3749.8;3908.8;3974.3;4235.1;4354.1;4525.8;4633.5;4795.7;4976.9;5171.6;5355.2;5521.5
"Avtalte årsverk eks. lange fravær";"Vernepleier";"15-39 år";"Menn";982.1;990.8;992.2;984.8;984.9;1004.7;1016.7;1050.8;1087.4;1137.3;1210.1;1241.6;1290.4;1376.8;1484.1;1521.8
"Avtalte årsverk eks. lange fravær";"Vernepleier";"15-66 år";"Kvinner";6977.8;7258.1;7725.1;8160.1;8473.9;8912.7;9286.1;9847.0;10369.8;10785.6;11154.3;11481.0;11839.8;12196.5;12583.9;12859.0
"Avtalte årsverk eks. lange fravær";"Vernepleier";"15-66 år";"Menn";2212.0;2329.0;2410.6;2512.6;2615.2;2712.9;2797.4;2896.1;3031.2;3123.7;3256.7;3351.7;3427.6;3566.9;3752.5;3861.6
"Avtalte årsverk eks. lange fravær";"Vernepleier";"15-74 år";"Kvinner";6988.9;7269.3;7741.7;8174.8;8491.9;8936.5;9320.8;9883.7;10414.1;10837.4;11216.4;11550.7;11925.7;12293.5;12683.9;12994.1
"Avtalte årsverk eks. lange fravær";"Vernepleier";"15-74 år";"Menn";2215.2;2335.4;2418.5;2517.9;2626.0;2721.8;2811.1;2911.6;3056.6;3155.3;3292.3;3391.4;3473.1;3619.0;3809.6;3931.4
"Avtalte årsverk eks. lange fravær";"Vernepleier";"40-54 år";"Kvinner";2871.4;3027.9;3228.2;3410.7;3571.4;3753.3;3917.2;4100.6;4358.5;4525.2;4691.8;4779.8;4898.9;5001.3;5107.3;5085.7
"Avtalte årsverk eks. lange fravær";"Vernepleier";"40-54 år";"Menn";948.2;1016.9;1040.4;1125.3;1189.2;1234.7;1284.6;1331.6;1415.6;1451.9;1506.3;1554.3;1562.9;1586.9;1607.0;1607.1
"Avtalte årsverk eks. lange fravær";"Vernepleier";"55-66 år";"Kvinner";688.1;785.9;888.5;1036.8;1152.7;1250.5;1394.5;1511.3;1657.2;1734.7;1829.1;1905.5;1964.0;2023.6;2121.4;2251.8
"Avtalte årsverk eks. lange fravær";"Vernepleier";"55-66 år";"Menn";281.8;321.3;377.9;402.6;441.1;473.5;496.2;513.7;528.2;534.6;540.3;555.8;574.3;603.1;661.4;732.7
"Avtalte årsverk eks. lange fravær";"Tannpleier";"Alle aldre";"Kvinner";878.7;900.1;931.2;1001.4;1019.9;1057.9;1084.0;1164.5;1186.8;1229.0;1256.3;1300.3;1277.7;1318.8;1374.0;1385.5
"Avtalte årsverk eks. lange fravær";"Tannpleier";"Alle aldre";"Menn";14.1;15.5;13.7;12.7;12.2;12.2;14.9;20.5;20.5;22.9;28.4;34.4;38.9;38.5;39.4;35.9
"Avtalte årsverk eks. lange fravær";"Tannpleier";"15-39 år";"Kvinner";366.1;363.5;395.6;423.8;419.3;435.1;445.7;481.4;483.7;518.3;526.8;557.0;557.0;596.9;633.3;654.7
"Avtalte årsverk eks. lange fravær";"Tannpleier";"15-39 år";"Menn";8.9;9.4;8.7;8.2;8.5;7.5;9.8;14.8;13.5;15.1;18.6;23.2;24.2;21.8;22.1;21.3
"Avtalte årsverk eks. lange fravær";"Tannpleier";"15-66 år";"Kvinner";876.2;895.8;926.7;994.1;1010.1;1048.5;1067.9;1146.4;1171.1;1213.4;1242.9;1284.1;1262.1;1303.8;1357.9;1364.0
"Avtalte årsverk eks. lange fravær";"Tannpleier";"15-66 år";"Menn";14.1;15.5;13.7;11.3;11.6;12.2;14.9;20.5;20.0;22.9;28.4;34.4;38.9;38.5;39.3;35.9
"Avtalte årsverk eks. lange fravær";"Tannpleier";"15-74 år";"Kvinner";878.7;900.1;931.2;1001.0;1019.9;1057.9;1084.0;1164.2;1186.8;1228.7;1256.2;1299.9;1277.7;1318.1;1372.2;1382.0
"Avtalte årsverk eks. lange fravær";"Tannpleier";"15-74 år";"Menn";14.1;15.5;13.7;12.7;12.2;12.2;14.9;20.5;20.5;22.9;28.4;34.4;38.9;38.5;39.3;35.9
"Avtalte årsverk eks. lange fravær";"Tannpleier";"40-54 år";"Kvinner";380.1;380.4;356.5;365.0;364.5;365.5;371.0;399.3;406.5;403.8;426.8;434.7;440.8;445.9;471.7;466.8
"Avtalte årsverk eks. lange fravær";"Tannpleier";"40-54 år";"Menn";..;..;..;..;3.1;4.4;4.0;4.5;5.3;6.6;8.6;10.0;12.3;14.3;14.8;11.0
"Avtalte årsverk eks. lange fravær";"Tannpleier";"55-66 år";"Kvinner";130.0;152.0;174.7;205.3;226.3;247.9;251.2;265.6;280.9;291.3;289.3;292.4;264.3;261.0;253.0;242.4
"Avtalte årsverk eks. lange fravær";"Tannpleier";"55-66 år";"Menn";0.0;4.1;2.8;..;..;..;..;0.0;1.2;0.0;0.0;0.0;0.0;2.5;0.0;3.5
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"Alle aldre";"Kvinner";4615.5;4656.5;4716.3;4883.9;4980.0;5059.9;5124.2;5226.3;5263.2;5258.8;5380.7;5417.3;5497.9;5461.3;5542.4;5494.6
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"Alle aldre";"Menn";628.5;647.0;660.0;701.5;731.0;735.1;768.4;768.1;800.6;824.6;836.0;861.9;886.9;906.7;933.3;940.5
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"15-39 år";"Kvinner";1668.6;1649.4;1639.0;1699.3;1701.9;1736.6;1763.1;1796.0;1862.5;1887.4;1949.0;1987.5;2075.4;2029.9;2086.3;2094.2
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"15-39 år";"Menn";290.7;297.7;285.0;304.7;319.1;296.6;303.3;282.6;311.3;311.7;316.3;339.8;353.5;365.6;385.1;394.2
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"15-66 år";"Kvinner";4596.1;4635.2;4685.8;4847.9;4939.4;5015.0;5070.7;5156.0;5193.0;5178.2;5283.4;5324.8;5396.3;5371.1;5423.3;5387.1
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"15-66 år";"Menn";626.6;644.8;654.9;697.5;728.3;731.5;764.0;761.5;793.1;817.6;826.2;844.0;865.0;881.3;903.6;914.7
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"15-74 år";"Kvinner";4615.0;4655.8;4714.6;4882.9;4978.1;5058.2;5123.6;5223.5;5261.6;5258.6;5378.1;5415.0;5495.4;5459.8;5535.2;5487.8
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"15-74 år";"Menn";628.5;647.0;660.0;701.5;731.0;735.1;768.4;768.1;800.6;824.6;836.0;861.9;886.9;906.7;933.3;938.6
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"40-54 år";"Kvinner";1852.4;1852.3;1828.1;1840.5;1864.3;1863.4;1849.4;1870.1;1876.9;1881.0;1936.7;1939.1;1988.0;2060.5;2078.8;2080.7
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"40-54 år";"Menn";236.2;225.0;230.1;244.6;252.4;265.8;280.7;299.8;310.7;327.7;335.2;337.7;350.6;365.7;371.7;378.1
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"55-66 år";"Kvinner";1075.1;1133.5;1218.7;1308.0;1373.2;1415.0;1458.2;1489.9;1453.6;1409.8;1397.7;1398.2;1332.9;1280.7;1258.2;1212.3
"Avtalte årsverk eks. lange fravær";"Bioingeniør";"55-66 år";"Menn";99.7;122.2;139.8;148.2;156.7;169.0;180.1;179.1;171.1;178.2;174.7;166.5;160.9;150.0;146.8;142.4
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"Alle aldre";"Kvinner";5821.4;6057.3;6370.8;6785.0;7068.7;7369.3;7734.9;8251.2;8734.0;9038.5;9288.0;9659.1;9965.9;10168.5;10552.3;10791.0
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"Alle aldre";"Menn";1270.6;1314.1;1378.9;1417.4;1450.0;1516.3;1557.3;1608.8;1692.3;1764.0;1815.5;1877.7;1959.7;1975.3;2057.3;2158.0
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"15-39 år";"Kvinner";3402.0;3481.5;3623.7;3755.5;3791.6;3847.0;3992.9;4171.4;4383.7;4455.8;4471.5;4609.5;4631.5;4649.4;4756.5;4828.3
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"15-39 år";"Menn";493.3;514.9;530.8;532.5;517.5;539.9;539.7;586.1;642.2;655.1;707.8;739.8;785.2;804.3;863.9;894.7
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"15-66 år";"Kvinner";5811.8;6046.5;6357.6;6765.5;7048.1;7342.1;7699.5;8209.8;8688.8;8976.6;9226.2;9596.8;9904.9;10090.4;10468.3;10692.3
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"15-66 år";"Menn";1269.1;1311.1;1376.3;1413.2;1444.3;1505.2;1542.7;1588.7;1664.0;1736.4;1784.4;1847.8;1927.7;1933.2;2015.9;2116.4
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"15-74 år";"Kvinner";5819.8;6056.4;6370.6;6784.5;7068.3;7368.9;7734.9;8250.6;8733.8;9037.1;9286.1;9657.4;9964.0;10164.8;10543.5;10783.6
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"15-74 år";"Menn";1270.6;1314.1;1378.9;1417.4;1450.0;1516.3;1557.3;1608.1;1692.3;1764.0;1814.7;1877.6;1958.6;1973.2;2053.9;2152.8
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"40-54 år";"Kvinner";1821.1;1928.7;2022.0;2243.4;2425.0;2596.2;2761.4;3030.0;3255.2;3447.4;3637.0;3824.0;4088.3;4227.7;4478.8;4571.2
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"40-54 år";"Menn";541.6;538.1;565.7;587.4;623.5;656.5;689.1;691.0;695.9;743.6;749.4;750.0;778.3;767.5;781.9;821.1
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"55-66 år";"Kvinner";588.7;636.3;711.9;766.6;831.6;898.9;945.2;1008.3;1049.9;1073.4;1117.8;1163.3;1185.1;1213.4;1233.0;1292.9
"Avtalte årsverk eks. lange fravær";"Barnevernspedagog";"55-66 år";"Menn";234.2;258.1;279.8;293.3;303.2;308.7;313.9;311.7;325.9;337.7;327.2;358.0;364.2;361.4;370.1;400.7
"Avtalte årsverk eks. lange fravær";"Sosionom";"Alle aldre";"Kvinner";7818.2;7986.7;8311.7;8740.0;9081.9;9441.9;9746.4;10202.2;10757.0;11147.6;11546.0;11948.5;12443.2;12739.5;13214.8;13633.1
"Avtalte årsverk eks. lange fravær";"Sosionom";"Alle aldre";"Menn";2471.0;2503.7;2566.8;2628.1;2601.7;2647.2;2650.9;2671.0;2719.5;2716.4;2729.0;2715.7;2818.7;2838.4;2878.2;2941.4
"Avtalte årsverk eks. lange fravær";"Sosionom";"15-39 år";"Kvinner";3439.6;3459.1;3627.1;3844.1;4067.7;4251.0;4353.9;4683.7;4966.7;5111.5;5306.0;5531.8;5739.1;5836.2;6037.3;6215.0
"Avtalte årsverk eks. lange fravær";"Sosionom";"15-39 år";"Menn";722.2;736.3;750.0;741.0;740.9;759.1;748.9;795.8;801.3;809.5;813.8;800.5;860.6;897.4;933.5;957.9
"Avtalte årsverk eks. lange fravær";"Sosionom";"15-66 år";"Kvinner";7756.9;7910.1;8215.3;8630.4;8955.0;9294.3;9589.5;10064.8;10603.2;10987.8;11384.7;11788.9;12273.5;12562.9;13005.5;13407.1
"Avtalte årsverk eks. lange fravær";"Sosionom";"15-66 år";"Menn";2450.5;2470.5;2539.6;2586.8;2555.6;2579.9;2562.7;2583.5;2620.5;2605.6;2613.1;2593.8;2710.0;2717.6;2749.8;2815.9
"Avtalte årsverk eks. lange fravær";"Sosionom";"15-74 år";"Kvinner";7817.2;7984.8;8308.9;8738.8;9079.9;9438.9;9744.3;10200.3;10752.7;11141.3;11539.2;11938.2;12436.3;12729.4;13186.2;13599.0
"Avtalte årsverk eks. lange fravær";"Sosionom";"15-74 år";"Menn";2470.9;2501.3;2566.7;2627.7;2601.6;2645.9;2650.0;2669.3;2718.6;2714.5;2727.9;2712.3;2816.7;2829.9;2864.4;2926.5
"Avtalte årsverk eks. lange fravær";"Sosionom";"40-54 år";"Kvinner";2713.9;2787.1;2883.1;2994.3;3093.5;3232.0;3423.4;3573.8;3767.6;3979.9;4144.4;4342.5;4607.6;4741.8;4975.0;5167.3
"Avtalte årsverk eks. lange fravær";"Sosionom";"40-54 år";"Menn";972.8;959.2;981.7;1001.2;998.1;1024.7;1031.3;1057.9;1103.5;1105.0;1142.8;1143.8;1185.8;1171.2;1168.3;1189.3
"Avtalte årsverk eks. lange fravær";"Sosionom";"55-66 år";"Kvinner";1603.4;1663.8;1705.1;1792.1;1793.8;1811.3;1812.2;1807.3;1868.9;1896.5;1934.3;1914.6;1926.7;1984.8;1993.2;2024.8
"Avtalte årsverk eks. lange fravær";"Sosionom";"55-66 år";"Menn";755.5;775.0;808.0;844.7;816.6;796.0;782.4;729.8;715.7;691.2;656.6;649.5;663.7;649.0;648.1;668.7
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"Alle aldre";"Kvinner";4813.7;4918.2;5167.2;5583.5;6122.8;6616.7;7002.9;9267.3;9661.6;10226.8;10654.2;11253.0;11708.4;11998.4;12349.7;12579.6
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"Alle aldre";"Menn";2168.9;2037.8;2108.9;2222.8;2415.3;2500.5;2599.1;3603.3;3708.5;3896.7;4017.6;4295.5;4515.4;4680.9;5025.2;5100.9
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"15-39 år";"Kvinner";2956.8;3107.8;3216.6;3407.6;3688.3;3987.9;4181.5;5396.8;5600.2;5984.9;6206.3;6516.6;6773.8;6923.6;6994.6;7027.6
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"15-39 år";"Menn";1039.8;969.0;993.3;1024.2;1128.2;1156.8;1183.9;1744.1;1801.5;1934.9;1987.8;2171.2;2297.0;2376.9;2561.0;2534.6
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"15-66 år";"Kvinner";4801.5;4908.4;5156.6;5570.1;6102.7;6601.7;6981.9;9242.5;9625.6;10187.4;10610.7;11197.5;11636.4;11904.7;12249.9;12477.0
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"15-66 år";"Menn";2140.8;2005.4;2075.3;2185.4;2371.5;2462.7;2556.1;3555.9;3657.5;3842.4;3961.4;4227.1;4444.5;4593.2;4928.8;4988.4
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"15-74 år";"Kvinner";4813.5;4918.2;5167.2;5582.9;6122.8;6616.7;7002.9;9267.0;9661.4;10226.3;10653.6;11251.5;11705.0;11996.0;12342.4;12574.0
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"15-74 år";"Menn";2166.6;2036.6;2105.5;2219.9;2414.3;2499.0;2596.6;3601.0;3704.7;3893.6;4015.2;4290.3;4510.8;4673.9;5015.7;5091.2
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"40-54 år";"Kvinner";1371.2;1378.8;1477.9;1637.6;1813.9;1967.5;2078.6;2795.9;2900.4;3005.9;3163.5;3365.1;3466.0;3519.4;3684.3;3816.1
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"40-54 år";"Menn";759.1;722.5;739.1;799.3;860.4;889.4;929.3;1263.1;1273.6;1347.0;1412.9;1479.3;1552.9;1583.4;1685.3;1729.7
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"55-66 år";"Kvinner";473.6;421.7;462.1;524.9;600.5;646.3;721.8;1049.8;1124.9;1196.6;1240.9;1315.8;1396.6;1461.7;1571.0;1633.4
"Avtalte årsverk eks. lange fravær";"Øvrig helseutdanning med høgskole";"55-66 år";"Menn";341.8;313.9;342.8;361.8;382.9;416.5;442.9;548.7;582.4;560.4;560.7;576.5;594.6;633.0;682.5;724.1
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Kvinner";1101.1;1098.1;1120.7;1174.1;1215.3;1228.4;1301.2;1283.2;1360.3;1404.7;760.0;877.8;927.0;992.6;1057.7;1096.8
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Menn";99.6;102.2;109.8;114.1;121.8;127.3;158.9;156.1;182.6;225.9;223.8;269.7;282.1;360.7;435.7;547.8
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Kvinner";423.7;416.5;421.4;458.8;456.7;464.7;500.5;509.9;573.3;590.0;508.1;599.6;598.3;644.4;657.1;661.1
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Menn";40.8;45.3;45.4;48.4;54.9;61.7;87.2;91.5;118.5;160.9;181.8;214.7;221.1;280.8;343.0;430.4
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Kvinner";1097.8;1091.7;1112.7;1164.6;1200.6;1212.9;1288.2;1267.3;1343.7;1384.4;754.6;874.8;924.6;990.7;1054.0;1093.1
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Menn";96.6;99.6;107.1;112.4;120.3;123.9;155.5;151.6;179.7;222.2;223.0;268.5;280.9;358.4;432.5;544.6
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Kvinner";1100.8;1097.8;1120.4;1173.6;1214.8;1228.4;1301.2;1283.2;1360.3;1404.7;760.0;877.2;926.6;992.6;1055.3;1094.8
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Menn";99.6;102.2;109.8;114.1;121.8;127.3;157.9;155.7;182.3;225.9;223.4;269.3;281.9;360.6;435.7;547.8
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Kvinner";411.0;410.0;432.2;446.3;481.1;490.1;519.5;517.3;538.6;561.9;204.0;228.1;270.2;289.0;330.0;354.6
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Menn";27.9;24.4;32.7;37.1;36.0;36.2;42.4;41.1;43.7;44.7;34.5;46.4;52.0;69.0;80.7;102.5
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Kvinner";263.1;265.2;259.1;259.5;262.7;258.0;268.3;240.1;231.8;232.5;42.5;47.0;56.0;57.3;66.8;77.4
"Avtalte årsverk eks. lange fravær";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Menn";27.9;29.9;29.1;26.9;29.5;26.0;25.9;18.9;17.4;16.6;6.7;7.3;7.8;8.5;8.8;11.7
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"Alle aldre";"Kvinner";1350.7;1411.6;1438.1;1540.4;1621.5;1718.9;1793.3;1920.3;1998.4;2073.2;2814.0;2861.7;2903.4;2985.6;3038.5;3048.6
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"Alle aldre";"Menn";531.3;562.0;589.6;597.5;638.7;660.1;683.1;715.2;772.3;770.3;832.6;853.0;849.9;878.3;918.8;918.2
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"15-39 år";"Kvinner";758.5;815.5;821.6;873.6;920.5;975.7;1000.2;1064.0;1092.9;1115.5;1209.6;1199.0;1162.6;1185.6;1173.0;1128.2
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"15-39 år";"Menn";277.7;302.8;329.4;337.5;351.8;369.8;370.6;382.4;410.1;388.8;400.2;406.1;388.8;401.3;409.5;388.5
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"15-66 år";"Kvinner";1336.0;1397.9;1425.5;1523.1;1601.7;1700.8;1772.7;1897.1;1983.3;2055.5;2774.6;2825.2;2873.5;2954.9;3007.2;3016.1
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"15-66 år";"Menn";523.0;550.5;581.4;589.3;626.9;650.8;671.9;699.9;755.3;756.5;816.9;836.4;834.9;865.6;901.1;891.3
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"15-74 år";"Kvinner";1350.3;1411.1;1436.6;1540.1;1621.0;1717.7;1793.1;1919.4;1998.3;2072.1;2812.9;2860.1;2902.6;2982.7;3033.7;3042.4
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"15-74 år";"Menn";530.0;562.0;588.3;597.4;636.7;660.0;681.9;714.5;768.7;769.7;832.0;852.4;849.5;877.8;917.2;913.7
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"40-54 år";"Kvinner";377.0;387.0;415.3;449.0;461.1;502.4;549.8;595.8;652.1;700.6;1106.3;1152.4;1210.5;1274.5;1308.6;1363.8
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"40-54 år";"Menn";166.0;161.3;154.5;150.8;157.3;159.6;182.9;192.3;217.6;236.6;281.8;298.0;323.2;343.6;373.6;386.5
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"55-66 år";"Kvinner";200.5;195.4;188.6;200.6;220.1;222.7;222.8;237.3;238.4;239.4;458.7;473.9;500.4;494.9;525.6;524.2
"Avtalte årsverk eks. lange fravær";"Provisorfarmasøyt";"55-66 år";"Menn";79.4;86.3;97.5;101.0;117.8;121.4;118.4;125.2;127.6;131.2;134.9;132.3;122.8;120.7;118.0;116.4
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"Alle aldre";"Kvinner";4122.4;4533.1;4777.1;4932.6;5070.4;5295.9;5606.9;6176.0;6412.2;6498.0;6735.9;6920.8;7253.4;7381.7;7605.9;7818.4
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"Alle aldre";"Menn";4868.8;5270.5;5141.0;5120.2;5066.3;5149.2;5117.3;5444.6;5540.3;5541.0;5593.1;5593.0;5614.4;5645.9;5668.4;5727.2
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"15-39 år";"Kvinner";3273.9;3486.7;3753.2;3905.0;4039.2;4234.0;4542.8;4857.0;5066.4;5150.0;5327.7;5464.7;5766.3;5851.5;6044.2;6208.2
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"15-39 år";"Menn";3238.1;3357.1;3431.7;3458.0;3452.8;3519.2;3527.9;3773.9;3836.5;3885.7;3968.1;3945.7;3978.8;4011.7;3963.2;4008.7
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"15-66 år";"Kvinner";4111.8;4520.1;4758.4;4913.7;5054.2;5275.8;5584.6;6161.8;6390.8;6478.6;6714.9;6902.8;7226.3;7351.5;7568.4;7777.4
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"15-66 år";"Menn";4782.5;5172.2;5039.5;5001.5;4947.1;5009.0;4975.0;5321.0;5408.0;5407.1;5447.8;5444.5;5448.5;5476.5;5417.9;5449.1
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"15-74 år";"Kvinner";4121.4;4532.2;4775.9;4932.5;5070.1;5295.0;5606.3;6174.8;6412.0;6497.0;6735.6;6920.7;7252.4;7380.8;7598.9;7809.5
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"15-74 år";"Menn";4866.7;5267.8;5136.6;5115.1;5064.7;5143.1;5108.1;5431.5;5531.5;5530.5;5579.3;5580.9;5603.4;5630.0;5591.6;5644.5
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"40-54 år";"Kvinner";707.6;862.1;844.7;868.1;864.5;882.8;881.8;1116.4;1114.8;1113.0;1153.3;1205.2;1226.3;1252.3;1254.7;1290.3
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"40-54 år";"Menn";1004.2;1145.1;1013.1;952.7;939.9;955.2;947.8;1032.8;1063.1;1004.9;994.4;1011.9;1028.6;1019.8;1010.3;1052.8
"Avtalte årsverk eks. lange fravær";"Lege uten spesialitet";"55-66 år";"Kvinner";130.4;171.3;160.5;140.6;150.5;159.0;160.0;188.4;209.6;215.6;233.9;232.8;233.7;247.7;269.5;278.9
